date,team_a,team_b,team_a_form,team_b_form,form_diff,h2h_win_rate,elo_a,elo_b,elo_diff,team_a_won
2008-02-01,Australia,India,0.4,1.0,-0.6,0.0,1509.7454408769518,1549.2560009765232,-39.51056009957142,1
2008-02-05,New Zealand,England,0.2,0.2,0.0,1.0,1482.04521302824,1455.5236882843333,26.521524743906863,0
2008-02-07,New Zealand,England,0.0,0.4,-0.4,0.5,1471.2833414297663,1466.285559882807,4.997781546959232,0
2008-04-20,Pakistan,Bangladesh,0.8,0.2,0.6000000000000001,1.0,1562.1088237618665,1472.3895196539788,89.71930410788764,1
2008-06-13,England,New Zealand,0.6,0.0,0.6,0.6666666666666666,1476.4293976779934,1461.13950363458,15.28989404341337,1
2008-06-20,West Indies,Australia,0.2,0.6,-0.39999999999999997,0.5,1479.9998022386935,1520.8777691882458,-40.87796694955205,1
2008-08-03,Bermuda,Scotland,0.5,0.0,0.5,0.5,1500.0,1490.836711069605,9.163288930395083,0
2008-08-04,Netherlands,Scotland,0.5,0.5,0.0,0.5,1500.0,1501.1003905908838,-1.1003905908837623,1
2008-08-04,Ireland,Kenya,0.5,0.0,0.5,0.5,1500.0,1462.533538184645,37.46646181535493,1
2008-10-11,Pakistan,Sri Lanka,0.8,0.6,0.20000000000000007,1.0,1569.582403989548,1516.8061010078532,52.776302981694926,1
2008-10-13,Pakistan,Sri Lanka,0.8,0.4,0.4,1.0,1578.0749565395145,1508.3135484578868,69.76140808162768,0
2008-11-05,South Africa,Bangladesh,0.6,0.0,0.6,1.0,1519.3288471117246,1464.9159394262972,54.4129076854274,1
2008-12-28,New Zealand,West Indies,0.0,0.4,-0.4,0.5,1451.5792982819944,1491.1709655511092,-39.59166726911485,1
2009-01-11,Australia,South Africa,0.4,0.6,-0.19999999999999996,0.0,1509.7066058758303,1527.7753978164576,-18.068791940627307,1
2009-01-13,Australia,South Africa,0.6,0.6,0.0,0.5,1520.2261991596313,1517.2558045326566,2.9703946269746666,1
2009-02-10,Sri Lanka,India,0.4,0.8,-0.4,0.5,1520.2948876503403,1538.1236726652292,-17.82878501488881,0
2009-02-15,Australia,New Zealand,0.8,0.2,0.6000000000000001,1.0,1530.1407064127588,1462.713931052743,67.42677536001588,1
2009-02-25,New Zealand,India,0.2,0.8,-0.6000000000000001,1.0,1454.6306269437357,1547.6109689323375,-92.98034198860182,1
2009-02-27,New Zealand,India,0.4,0.6,-0.19999999999999996,1.0,1467.244705584433,1534.9968902916405,-67.75218470720733,1
2009-03-15,West Indies,England,0.4,0.8,-0.4,0.5,1480.036332780361,1485.989603030579,-5.953270250218338,1
2009-03-27,South Africa,Australia,0.4,0.8,-0.4,0.0,1507.341297279529,1538.224010521766,-30.88271324223706,1
2009-03-29,South Africa,Australia,0.6,0.6,0.0,0.3333333333333333,1518.2278395895205,1527.3374682117749,-9.109628622254604,1
2009-05-07,Australia,Pakistan,0.6,0.6,0.0,0.0,1517.075332090769,1566.093617347061,-49.01828525629185,0
2009-06-05,England,Netherlands,0.8,1.0,-0.19999999999999996,0.5,1475.8182709065486,1510.0316716812383,-34.21340077468972,0
2009-06-06,Bangladesh,India,0.0,0.4,-0.4,0.5,1456.4693887215642,1523.0711740708552,-66.60178534929105,0
2009-06-06,Australia,West Indies,0.4,0.4,0.0,0.0,1508.4769045197288,1490.207664904391,18.26923961533771,0
2009-06-06,New Zealand,Scotland,0.6,0.3333333333333333,0.26666666666666666,0.5,1479.170421805218,1491.0687189096454,-11.898297104427456,1
2009-06-07,Scotland,South Africa,0.25,0.6,-0.35,0.5,1480.7263922058896,1528.489975710526,-47.76358350463647,0
2009-06-07,England,Pakistan,0.6,0.6,0.0,0.0,1466.7998409792262,1574.6920449181011,-107.8922039388749,1
2009-06-08,Bangladesh,Ireland,0.0,1.0,-1.0,0.5,1448.3632014496957,1508.925789264811,-60.56258781511565,0
2009-06-08,Australia,Sri Lanka,0.2,0.4,-0.2,1.0,1497.951557637119,1510.807591383232,-12.856033746112873,0
2009-06-09,New Zealand,South Africa,0.8,0.6,0.20000000000000007,0.0,1489.5127485089738,1537.123824865703,-47.6110763567292,0
2009-06-09,Netherlands,Pakistan,1.0,0.6,0.4,0.5,1519.050101608561,1561.682773751588,-42.63267214302732,0
2009-06-10,Sri Lanka,West Indies,0.4,0.6,-0.19999999999999996,0.5,1520.437733774528,1500.7330117870008,19.704721987527137,1
2009-06-10,India,Ireland,0.4,1.0,-0.6,0.5,1531.1773613427238,1517.2001009499554,13.977260392768358,1
2009-06-11,Ireland,New Zealand,0.6666666666666666,0.6,0.06666666666666665,0.5,1507.6021819520065,1480.8745915115662,26.72759044044028,0
2009-06-11,England,South Africa,0.6,0.8,-0.20000000000000007,0.0,1479.8091121457394,1545.7619818631106,-65.95286971737119,0
2009-06-12,Pakistan,Sri Lanka,0.6,0.6,0.0,0.6666666666666666,1570.4618285638996,1529.8711935927813,40.590634971118334,0
2009-06-12,India,West Indies,0.6,0.4,0.19999999999999996,0.5,1540.775280340673,1491.2995519687474,49.47572837192524,0
2009-06-13,New Zealand,Pakistan,0.8,0.4,0.4,0.0,1491.6423594637563,1559.2988226845011,-67.65646322074463,0
2009-06-13,South Africa,West Indies,1.0,0.6,0.4,0.6666666666666666,1553.8861829128975,1502.7140296410937,51.17215327180406,1
2009-06-14,Ireland,Sri Lanka,0.5,0.8,-0.30000000000000004,0.5,1496.8344139998162,1541.0341994721798,-44.1997854723636,0
2009-06-14,England,India,0.4,0.4,0.0,0.0,1471.6849110959524,1529.3608026683266,-57.67589157237421,1
2009-06-15,England,West Indies,0.6,0.4,0.19999999999999996,0.3333333333333333,1483.3298740225964,1494.1763240370658,-10.846450014469385,0
2009-06-15,Ireland,Pakistan,0.4,0.6,-0.19999999999999996,0.5,1488.0997671921866,1567.3757595211207,-79.27599232893408,0
2009-06-16,New Zealand,Sri Lanka,0.6,0.8,-0.20000000000000007,0.3333333333333333,1483.565422627137,1549.7688462798094,-66.20342365267243,0
2009-06-16,India,South Africa,0.4,1.0,-0.6,1.0,1517.7158397416829,1562.4238885169252,-44.70804877524256,0
2009-06-18,Pakistan,South Africa,0.6,1.0,-0.4,0.5,1575.132804100357,1571.1441432326685,3.9886608676883952,1
2009-06-19,Sri Lanka,West Indies,1.0,0.4,0.6,1.0,1557.8860904961,1503.86423948996,54.02185100613997,1
2009-06-21,Pakistan,Sri Lanka,0.8,1.0,-0.19999999999999996,0.5,1585.018006255464,1566.3436270144098,18.674379241054112,1
2009-08-02,West Indies,Bangladesh,0.2,0.0,0.2,0.0,1495.4067029716502,1440.0888897645516,55.31781320709865,1
2009-08-12,Sri Lanka,Pakistan,0.8,0.8,0.0,0.4,1556.880601852486,1594.4810314173876,-37.60042956490156,0
2009-09-02,Sri Lanka,New Zealand,0.6,0.4,0.19999999999999996,0.75,1547.9586238370523,1475.4481784108464,72.51044542620616,0
2009-09-04,Sri Lanka,New Zealand,0.4,0.4,0.0,0.6,1535.9013877188254,1487.5054145290735,48.395973189751885,0
2009-11-12,New Zealand,Pakistan,0.6,0.8,-0.20000000000000007,0.0,1498.889422842403,1603.4030094328211,-104.51358659041809,0
2009-11-13,South Africa,England,0.8,0.6,0.20000000000000007,1.0,1561.258941077561,1473.6419585697022,87.61698250785889,0
2009-11-13,New Zealand,Pakistan,0.4,0.8,-0.4,0.0,1491.809999003875,1610.4824332713492,-118.67243426747427,0
2009-11-15,South Africa,England,0.6,0.6,0.0,0.6666666666666666,1548.7892548127284,1486.111644834535,62.67760997819346,1
2009-12-09,India,Sri Lanka,0.4,0.4,0.0,1.0,1508.9955850259396,1524.5173794054958,-15.52179437955624,0
2009-12-12,India,Sri Lanka,0.2,0.6,-0.39999999999999997,0.5,1499.44204119501,1534.0709232364254,-34.62888204141541,1
2010-02-03,New Zealand,Bangladesh,0.4,0.0,0.4,0.5,1485.0987528181363,1431.6677454716987,53.43100734643781,1
2010-02-05,Australia,Pakistan,0.0,0.8,-0.8,0.0,1488.3214152458231,1617.1936794570877,-128.87226421126456,1
2010-02-09,Canada,Netherlands,0.5,0.6666666666666666,-0.16666666666666663,0.5,1500.0,1510.271046796249,-10.271046796249038,0
2010-02-10,Canada,Kenya,0.0,0.0,0.0,0.5,1490.295538401428,1453.6077489198335,36.687789481594336,0
2010-02-11,Ireland,Scotland,0.2,0.2,0.0,0.5,1480.3427226129506,1472.0925430507127,8.250179562237918,1
2010-02-13,Ireland,Netherlands,0.2,0.75,-0.55,0.5,1490.1053079789242,1519.975508394821,-29.87020041589676,1
2010-02-19,England,Pakistan,0.6,0.6,0.0,1.0,1477.8963328072768,1603.645681155101,-125.74934834782448,1
2010-02-20,England,Pakistan,0.6,0.4,0.19999999999999996,1.0,1491.365512079488,1590.1765018828903,-98.81098980340244,0
2010-02-21,Australia,West Indies,0.2,0.4,-0.2,0.0,1501.8694135478097,1503.8278472645031,-1.958433716693662,1
2010-02-23,Australia,West Indies,0.4,0.2,0.2,0.3333333333333333,1511.9257812043268,1493.7714796079858,18.15430159634093,1
2010-02-26,New Zealand,Australia,0.6,0.6,0.0,0.0,1493.5728949217369,1521.4037334308175,-27.83083850908065,0
2010-02-28,West Indies,Zimbabwe,0.2,0.5,-0.3,0.5,1484.293527381495,1499.4263138055849,-15.132786424089772,0
2010-04-30,West Indies,Ireland,0.0,0.4,-0.4,0.5,1474.728808764952,1500.9629294843432,-26.234120719391285,1
2010-04-30,New Zealand,Sri Lanka,0.4,0.6,-0.19999999999999996,0.5,1484.3722219260642,1523.0775112651188,-38.705289339054616,1
2010-05-01,Bangladesh,Pakistan,0.0,0.4,-0.4,0.0,1423.1936033680984,1597.4067689573728,-174.21316558927447,0
2010-05-02,Australia,Pakistan,0.8,0.4,0.4,0.3333333333333333,1530.6044064264902,1602.7743916226889,-72.16998519619847,1
2010-05-02,India,South Africa,0.2,0.6,-0.39999999999999997,0.5,1510.4354531663166,1557.0045668399864,-46.56911367366979,1
2010-05-03,Sri Lanka,Zimbabwe,0.6,0.6666666666666666,-0.06666666666666665,0.5,1511.968069299823,1508.991032422128,2.9770368776946725,1
2010-05-03,West Indies,England,0.2,0.6,-0.39999999999999997,0.75,1485.4824557097493,1484.1352450050051,1.3472107047439297,1
2010-05-04,New Zealand,Zimbabwe,0.4,0.5,-0.09999999999999998,0.5,1495.4816638913603,1499.0767163343394,-3.595052442979068,1
2010-05-05,Australia,Bangladesh,1.0,0.0,1.0,1.0,1542.6522561475049,1417.8259807027823,124.82627544472211,1
2010-05-06,England,Pakistan,0.4,0.4,0.0,0.6666666666666666,1474.1740206517395,1590.7265419016742,-116.55252124993444,1
2010-05-06,New Zealand,South Africa,0.6,0.4,0.19999999999999996,0.0,1505.5851341256312,1545.6721696708505,-40.08703554521935,0
2010-05-07,West Indies,Sri Lanka,0.4,0.6,-0.19999999999999996,0.0,1495.4436800630149,1521.8823853876113,-26.438705324596413,0
2010-05-07,Australia,India,1.0,0.4,0.6,0.3333333333333333,1549.2064690204302,1521.7678503354523,27.43861868497765,1
2010-05-08,England,South Africa,0.6,0.4,0.19999999999999996,0.25,1487.4082491578597,1554.5234648953128,-67.11521573745313,1
2010-05-08,New Zealand,Pakistan,0.6,0.4,0.19999999999999996,0.0,1496.733838901169,1577.4923133955542,-80.75847449438515,1
2010-05-09,Australia,Sri Lanka,1.0,0.8,0.19999999999999996,0.5,1558.4183598895415,1531.12288373029,27.29547615925162,1
2010-05-09,West Indies,India,0.4,0.4,0.0,1.0,1486.2031817203365,1512.5559594663412,-26.352777746004904,1
2010-05-10,England,New Zealand,0.6,0.6,0.0,0.75,1499.3163055971538,1509.0172779715597,-9.700972374405865,1
2010-05-10,Pakistan,South Africa,0.2,0.4,-0.2,1.0,1565.2088743251636,1542.6154084560187,22.593465869144893,1
2010-05-11,India,Sri Lanka,0.4,0.8,-0.4,0.6666666666666666,1501.7989167832343,1521.9068983452,-20.107981561965744,0
2010-05-11,West Indies,Australia,0.4,1.0,-0.6,0.5,1496.9602244034431,1567.6343452746314,-70.67412087118828,0
2010-05-13,England,Sri Lanka,0.8,0.8,0.0,0.5,1509.5954494887535,1531.3287894397197,-21.73333995096596,1
2010-05-14,Australia,Pakistan,1.0,0.2,0.8,0.5,1575.6277805663765,1574.5594972077683,1.068283358607914,1
2010-05-16,Australia,England,1.0,1.0,0.0,1.0,1585.5970329965662,1520.2201706742849,65.37686232228134,0
2010-05-19,West Indies,South Africa,0.2,0.4,-0.2,0.25,1488.9667891116983,1533.264785573414,-44.29799646171568,0
2010-05-20,West Indies,South Africa,0.2,0.4,-0.2,0.2,1480.2349236845555,1541.9966510005568,-61.76172731600127,0
2010-05-22,New Zealand,Sri Lanka,0.6,0.6,0.0,0.6,1498.73813407996,1520.704068254188,-21.965934174228096,1
2010-05-23,New Zealand,Sri Lanka,0.6,0.6,0.0,0.6666666666666666,1509.3695234580498,1510.0726788760985,-0.7031554180484818,0
2010-06-12,Zimbabwe,India,0.4,0.4,0.0,0.5,1488.9732461000683,1492.3770256887149,-3.40377958864633,0
2010-06-13,Zimbabwe,India,0.2,0.4,-0.2,0.0,1479.07121161765,1502.279060171133,-23.207848553483245,0
2010-07-05,Australia,Pakistan,0.8,0.2,0.6000000000000001,0.6,1573.7372344869625,1564.5902447775784,9.146989709384115,0
2010-07-06,Australia,Pakistan,0.6,0.4,0.19999999999999996,0.5,1563.4740237693838,1574.853455495157,-11.379431725773202,0
2010-09-05,England,Pakistan,1.0,0.6,0.4,0.75,1532.0799691838886,1584.5260461880555,-52.44607700416714,1
2010-09-07,England,Pakistan,1.0,0.4,0.6,0.8,1543.578126621862,1573.0278887500822,-29.449762128220076,1
2010-10-08,South Africa,Zimbabwe,0.6,0.2,0.39999999999999997,0.5,1550.2374965691567,1469.7381954809573,80.49930108819945,1
2010-10-10,South Africa,Zimbabwe,0.6,0.0,0.6,1.0,1557.9611293612238,1462.0145626888902,95.94656667233356,1
2010-10-26,Pakistan,South Africa,0.4,0.8,-0.4,1.0,1562.1822806662517,1565.2676889645377,-3.085408298285756,0
2010-10-27,Pakistan,South Africa,0.2,1.0,-0.8,0.6666666666666666,1552.2710835212438,1575.1788861095454,-22.907802588301596,0
2010-10-31,Australia,Sri Lanka,0.4,0.6,-0.19999999999999996,0.5,1553.8014330764852,1520.0524404639343,33.748992612550865,0
2010-12-26,New Zealand,Pakistan,0.4,0.0,0.4,0.25,1499.3897618702138,1542.9294692931792,-43.53970742296542,1
2010-12-28,New Zealand,Pakistan,0.6,0.0,0.6,0.4,1510.6364162061475,1531.6828149572452,-21.046398751097517,1
2010-12-30,New Zealand,Pakistan,0.6,0.0,0.6,0.5,1521.2414403918556,1521.0777907715374,0.1636496203182105,0
2011-01-09,South Africa,India,1.0,0.4,0.6,0.5,1584.52050033761,1511.612076307826,72.90842402978387,0
2011-01-12,Australia,England,0.2,1.0,-0.8,0.0,1542.8331026885571,1554.4237347056926,-11.590632017135476,0
2011-01-14,Australia,England,0.0,1.0,-1.0,0.0,1533.1665841907716,1564.090253203478,-30.92366901270657,1
2011-04-21,West Indies,Pakistan,0.2,0.2,0.0,0.5,1471.9940781159555,1531.0825009858918,-59.08842286993627,1
2011-06-04,West Indies,India,0.4,0.6,-0.19999999999999996,1.0,1483.6785701978283,1523.6802797917233,-40.00170959389493,0
2011-06-25,England,Sri Lanka,0.8,0.8,0.0,1.0,1553.202541368761,1531.0207708518624,22.18177051689895,0
2011-08-06,Sri Lanka,Australia,1.0,0.2,0.8,0.6666666666666666,1541.6583474904144,1544.0542960254884,-2.3959485350740124,1
2011-08-08,Sri Lanka,Australia,1.0,0.2,0.8,0.75,1551.7273073395193,1533.9853361763835,17.74197116313576,1
2011-08-31,England,India,0.6,0.8,-0.20000000000000007,1.0,1542.564964730209,1532.5339985569306,10.030966173278784,1
2011-09-16,Zimbabwe,Pakistan,0.0,0.2,-0.2,0.5,1454.7080030855766,1519.398008904019,-64.69000581844239,0
2011-09-18,Zimbabwe,Pakistan,0.0,0.4,-0.4,0.0,1446.54870907218,1527.5573029174157,-81.00859384523574,0
2011-09-23,England,West Indies,0.6,0.2,0.39999999999999997,0.0,1552.2763305090098,1474.824851432621,77.45147907638875,1
2011-09-25,England,West Indies,0.6,0.2,0.39999999999999997,0.25,1560.0833052671069,1467.017876674524,93.06542859258298,0
2011-10-11,Bangladesh,West Indies,0.0,0.4,-0.4,0.0,1411.271767829857,1479.6342368090304,-68.3624689791734,1
2011-10-13,South Africa,Australia,0.8,0.2,0.6000000000000001,0.5,1572.4522968537128,1524.4955477421086,47.95674911160427,0
2011-10-15,Zimbabwe,New Zealand,0.0,0.6,-0.6,0.0,1438.8389706701437,1511.2367301775012,-72.3977595073577,0
2011-10-16,South Africa,Australia,0.6,0.4,0.19999999999999996,0.4,1561.080690436199,1535.8671541596225,25.21353627657641,1
2011-10-17,Zimbabwe,New Zealand,0.0,0.6,-0.6,0.0,1430.893100485961,1519.1826003616836,-88.28949987572264,0
2011-10-29,India,England,0.6,0.6,0.0,0.0,1522.82263277813,1547.4669451326004,-24.64431235447023,0
2011-11-25,Pakistan,Sri Lanka,0.4,1.0,-0.6,0.6666666666666666,1535.267041319452,1561.2170957737942,-25.95005445434208,1
2011-11-29,Bangladesh,Pakistan,0.2,0.6,-0.39999999999999997,0.0,1423.214392315154,1546.0125581195775,-122.79816580442366,0
2012-02-01,Australia,India,0.4,0.4,0.0,1.0,1526.591586783343,1513.5307658818724,13.060820901470606,1
2012-02-03,Australia,India,0.4,0.2,0.2,1.0,1536.215843118515,1503.9065095467004,32.309333571814705,0
2012-02-11,New Zealand,Zimbabwe,0.8,0.0,0.8,1.0,1526.694746825718,1423.3809540219268,103.3137928037911,1
2012-02-14,New Zealand,Zimbabwe,0.8,0.0,0.8,1.0,1533.8057896990506,1416.269911148594,117.53587855045656,1
2012-02-17,New Zealand,South Africa,0.8,0.6,0.20000000000000007,0.0,1540.546241730778,1570.3562578124784,-29.810016081700496,1
2012-02-19,New Zealand,South Africa,1.0,0.6,0.4,0.3333333333333333,1551.4021437071954,1559.5003558360609,-8.098212128865498,0
2012-02-22,New Zealand,South Africa,0.8,0.8,0.0,0.25,1541.6351867871922,1569.267312756064,-27.632125968871836,0
2012-02-22,Kenya,Ireland,0.2,0.4,-0.2,0.5,1464.6598009844292,1490.209282539546,-25.5494815551167,0
2012-02-23,England,Pakistan,0.8,0.6,0.20000000000000007,0.8333333333333334,1556.758812028858,1552.6183168057842,4.140495223073913,0
2012-02-23,Kenya,Ireland,0.2,0.6,-0.39999999999999997,0.0,1455.3938514691783,1499.4752320547968,-44.08138058561849,0
2012-02-24,Kenya,Ireland,0.2,0.8,-0.6000000000000001,0.0,1446.6558511160654,1508.2132324079098,-61.55738129184442,0
2012-02-25,England,Pakistan,0.6,0.6,0.0,0.7142857142857143,1546.6396446380447,1562.7374841965975,-16.097839558552778,1
2012-02-27,England,Pakistan,0.6,0.4,0.19999999999999996,0.75,1557.1026464326403,1552.274482402002,4.828164030638391,1
2012-03-13,Canada,Netherlands,0.0,0.6,-0.6,0.0,1479.2434863368326,1509.117886889402,-29.87440055256934,0
2012-03-14,Ireland,Kenya,0.8,0.2,0.6000000000000001,1.0,1516.459778105064,1438.4093054189111,78.05047268615294,1
2012-03-18,Ireland,Scotland,0.8,0.2,0.6000000000000001,1.0,1524.2503478138972,1462.3299576847392,61.92039012915802,1
2012-03-22,Canada,Ireland,0.0,1.0,-1.0,0.5,1470.1012278426172,1532.4867683771106,-62.38554053449343,0
2012-03-23,Canada,Scotland,0.0,0.0,0.0,0.5,1461.877775915997,1454.0935371215255,7.784238794471321,0
2012-03-23,Ireland,Netherlands,1.0,0.6,0.4,1.0,1540.7102203037307,1518.260145383617,22.45007492011337,1
2012-03-27,West Indies,Australia,0.2,0.4,-0.2,0.25,1467.6916123237334,1525.2885771534254,-57.59696482969207,0
2012-03-30,West Indies,Australia,0.2,0.6,-0.39999999999999997,0.2,1459.3343649433991,1533.6458245337597,-74.31145959036053,1
2012-03-30,South Africa,India,0.8,0.2,0.6000000000000001,0.3333333333333333,1578.4736688749497,1514.83377551179,63.639893363159445,1
2012-06-01,Sri Lanka,Pakistan,0.8,0.2,0.6000000000000001,0.25,1550.4715789736688,1542.4134391887924,8.058139784876403,1
2012-06-03,Sri Lanka,Pakistan,0.8,0.2,0.6000000000000001,0.4,1560.239688645152,1532.6453295173092,27.59435912784284,0
2012-06-24,England,West Indies,0.8,0.4,0.4,0.3333333333333333,1566.96368964585,1471.4411912171358,95.52249842871402,1
2012-06-30,New Zealand,West Indies,0.6,0.2,0.39999999999999997,0.5,1532.4288306683068,1464.1233077062543,68.30552296205246,0
2012-07-01,New Zealand,West Indies,0.4,0.4,0.0,0.0,1520.487783417487,1476.064354957074,44.42342846041288,0
2012-07-18,Ireland,Bangladesh,1.0,0.2,0.8,0.5,1550.0649530158266,1416.6086336289472,133.4563193868794,0
2012-07-25,Netherlands,Bangladesh,0.4,0.4,0.0,0.5,1508.9054126715214,1430.2714186858925,78.6339939856291,0
2012-07-26,Netherlands,Bangladesh,0.4,0.6,-0.19999999999999996,0.0,1496.680013094392,1442.4968182630216,54.18319483137043,1
2012-08-07,Sri Lanka,India,0.6,0.2,0.39999999999999997,0.6666666666666666,1549.4471249436156,1506.6452647383198,42.801860205295725,0
2012-09-05,Australia,Pakistan,0.4,0.4,0.0,0.6,1521.538998260023,1543.4378932188456,-21.898894958822662,0
2012-09-08,England,South Africa,0.8,1.0,-0.19999999999999996,0.6666666666666666,1574.2815731567314,1586.6621796484196,-12.38060649168824,0
2012-09-10,Australia,Pakistan,0.4,0.6,-0.19999999999999996,0.5,1512.1684657631724,1552.808425715696,-40.63995995252367,1
2012-09-11,India,New Zealand,0.4,0.2,0.2,0.5,1517.8710066724811,1509.2160968426292,8.654909829851931,0
2012-09-12,England,South Africa,0.8,1.0,-0.19999999999999996,0.5,1564.6377649048009,1596.30598790035,-31.66822299554929,1
